,HCL Burgess,,Mr George
Emogene Cipriano,12ST/As,Astronomy,Mr George
,12ST/Hs,Health & S,Mr George
,12ST/Me,Mentoring,Mr George
,12ST/Rg,Registration,Mr George
,12ST/Tu,Tutor Comm,Mr George
,12A/Bs1a,Business S,Mr George
,12A/Bs1b,Business S,Mr George
,12C/Bi1a,Biology,Mr George
,12C/Bi1b,Biology,Mr George
,12D/Gg1a,Geography,Mr George
,12D/Gg1b,Geography,Mr George
,12E/Ma1a,Mathematic,Mr George
,12E/Ma1b,Mathematic,Mr George
,CLS 12ST,,Mr George
,HCL Sharp,,Mr George
Weston Rago,11H1/As,Astronomy,Mr George
,11H1/Hs,Health & S,Mr George
,11H1/Me,Mentoring,Mr George
,11H1/Rg,Registration,Mr George
,11H1/Tu,Tutor Comm,Mr George
,11pq/Ga1,Games,Mr George
,11A/Bs1,Business S,Mr George
,11B/Ar1,Art,Mr George
,11C/Fr1,French,Mr George
,11D/De1,CDT:Design,Mr George
,11H/Ho3,History of Ideas,Mr George
,11q/Ci3,Citizen,Mr George
,11q/En3,English,Mr George
,11q/Ma2,Mathematic,Mr George
,11q/Pe2,Physical E,Mr George
,11q/Bi2,Biology,Mr George
,11q/Ch2,Chemistry,Mr George
,11q/Ph2,Physics,Mr George
,CLS 11 Hardman,,Mr George
,HCL Hardman,,Mr George
Lakia Hollin,11B1/As,Astronomy,Mr George
,11B1/Hs,Health & S,Mr George
,11B1/Me,Mentoring,Mr George
,11B1/Rg,Registration,Mr George
,11B1/Tu,Tutor Comm,Mr George
,11pq/Ga1,Games,Mr George
,11A/Sp1,Spanish,Mr George
,11B/Hi1,History,Mr George
,11C/Mu1,Music,Mr George
,11D/Gg1,Geography,Mr George
,11H/Ho5,History of Ideas,Mr George
,11q/Ci2,Citizen,Mr George
,11q/En2,English,Mr George
,11q/Ma1,Mathematic,Mr George
,11q/Pe2,Physical E,Mr George
,11q/Bi1,Biology,Mr George
,11q/Ch1,Chemistry,Mr George
,11q/Ph1,Physics,Mr George
,CLS 11 Burgess,,Mr George
,HCL Burgess,,Mr George
Truman Brian,11S2/As,Astronomy,Mr George
,11S2/Hs,Health & S,Mr George
,11S2/Me,Mentoring,Mr George
,11S2/Rg,Registration,Mr George
,11S2/Tu,Tutor Comm,Mr George
,11pq/Ga1,Games,Mr George
,11p/Ci1,Citizen,Mr George
,11p/En1,English,Mr George
,11p/Ma2A,Mathematic,Mr George
,11p/Pe1,Physical E,Mr George
,11p/Bi2,Biology,Mr George
,11p/Ch2,Chemistry,Mr George
,11p/Ph2,Physics,Mr George
,11A/Cs1,Computer Studies & Informatics,Mr George
,11B/Ge1,German,Mr George
,11C/Hi1,History,Mr George
,11D/Gg1,Geography,Mr George
,11H/Ho2,History of Ideas,Mr George
,CLS 11 Sharp 2,,Mr George
,HCL Sharp,,Mr George
Chadwick Lechuga,12MIT/As,Astronomy,Mr George
,12MIT/Hs,Health & S,Mr George
,12MIT/Me,Mentoring,Mr George
,12MIT/Rg,Registration,Mr George
,12MIT/Tu,Tutor Comm,Mr George
,12A/Ph1a,Physics,Mr George
,12A/Ph1b,Physics,Mr George
,12B/Ec1a,Economics,Mr George
,12B/Ec1b,Economics,Mr George
,12C/Po1a,Politics,Mr George
,12C/Po1b,Politics,Mr George
,12E/Ma1a,Mathematic,Mr George
,12E/Ma1b,Mathematic,Mr George
,12G/Ga8,Games,Mr George
,12H/Ho4,History of Ideas,Mr George
,CLS 12MIT,,Mr George
,HCL Mackenzie,,Mr George
Emeline Wycoff,10H2/As,Astronomy,Mr George
,10H2/Hs,Health & S,Mr George
,10H2/Rg,Registration,Mr George
,10H2/Tu,Tutor Comm,Mr George
,10p/Ci1,Citizen,Mr George
,10p/En1,English,Mr George
,101/Ga,Games,Mr George
,10p/Ma2,Mathematic,Mr George
,10p/Pe1,Physical E,Mr George
,10p/Bi3,Biology,Mr George
,10p/Ch3,Chemistry,Mr George
,10p/Ph3,Physics,Mr George
,10A/Ar1,Art,Mr George
,10B/Sp1,Spanish,Mr George
,10C/Hi1,History,Mr George
,10D/Bs1,Business S,Mr George
,10H/Ho1,History of Ideas,Mr George
,CLS 10 Hard 2,,Mr George
,HCL Hardman,,Mr George
Helen Spainhour,93/Ga,Games,Mr George
,92/Pe,Physical E,Mr George
,9M1/Bi,Biology,Mr George
,9M1/Ch,Chemistry,Mr George
,9M1/Ci,Citizen,Mr George
,9M1/Cs,Computer Studies & Informatics,Mr George
,9M1/En,English,Mr George
,9M1/Fr,French,Mr George
,9M1/Gg,Geography,Mr George
,9M1/Hi,History,Mr George
,9M1/Pb,Philosophy & Belief,Mr George
,9M1/Ph,Physics,Mr George
,9M/As,Astronomy,Mr George
,9M/Hs,Health & S,Mr George
,9M/Me,Mentoring,Mr George
,9M/Rg,Registration,Mr George
,9M/Tu,Tutor Comm,Mr George
,9W/Ge1,German,Mr George
,9X/Ge1,German,Mr George
,9Y/De1,CDT:Design,Mr George
,9Z/Ar1,Art,Mr George
,9MB2/Ma,Mathematic,Mr George
,CLS 9 Mackenzi,,Mr George
,HCL Mackenzie,,Mr George
Golda Streeter,12TM/As,Astronomy,Mr George
,12TM/Hs,Health & S,Mr George
,12TM/Me,Mentoring,Mr George
,12TM/Rg,Registration,Mr George
,12TM/Tu,Tutor Comm,Mr George
,12A/Ch1a,Chemistry,Mr George
,12A/Ch1b,Chemistry,Mr George
,12B/Ma1a,Mathematic,Mr George
,12B/Ma1b,Mathematic,Mr George
,12C/Py1a,Philosophy,Mr George
,12C/Py1b,Philosophy,Mr George
,12D/En1a,English,Mr George
,12D/En1b,English,Mr George
,12G/Ga3,Games,Mr George
,12H/Ho2,History of Ideas,Mr George
,CLS 12TM,,Mr George
,HCL Burgess,,Mr George
Natalya Riojas,10B2/As,Astronomy,Mr George
,10B2/Hs,Health & S,Mr George
,10B2/Rg,Registration,Mr George
,10B2/Tu,Tutor Comm,Mr George
,10p/Ci2,Citizen,Mr George
,10p/En2,English,Mr George
,103/Ga,Games,Mr George
,10p/Ma1,Mathematic,Mr George
,10p/Pe3,Physical E,Mr George
,10p/Bi1,Biology,Mr George
,10p/Ch1,Chemistry,Mr George
,10p/Ph1,Physics,Mr George
,10A/Cs1,Computer Studies & Informatics,Mr George
,10B/Gg1,Geography,Mr George
,10C/Fr2,French,Mr George
,10D/Sp1,Spanish,Mr George
,10H/Ho5,History of Ideas,Mr George
,CLS 10Burgess2,,Mr George
,HCL Burgess,,Mr George
Loura Foulk,91/Ga,Games,Mr George
,91/Pe,Physical E,Mr George
,9S1/Bi,Biology,Mr George
,9S1/Ch,Chemistry,Mr George
,9S1/Ci,Citizen,Mr George
,9S1/Cs,Computer Studies & Informatics,Mr George
,9S1/En,English,Mr George
,9S1/Ge,German,Mr George
,9S1/Gg,Geography,Mr George
,9S1/Hi,History,Mr George
,9S1/Pb,Philosophy & Belief,Mr George
,9S1/Ph,Physics,Mr George
,9S/As,Astronomy,Mr George
,9S/Hs,Health & S,Mr George
,9S/Me,Mentoring,Mr George
,9S/Rg,Registration,Mr George
,9S/Tu,Tutor Comm,Mr George
,9SH2/Ma,Mathematic,Mr George
,9W/Fr1,French,Mr George
,9X/Fr1,French,Mr George
,9Y/Mu1,Music,Mr George
,9Z/De2,CDT:Design,Mr George
,CLS 9 Sharp,,Mr George
,HCL Sharp,,Mr George
Eneida Closson,12ST/As,Astronomy,Mr George
,12ST/Hs,Health & S,Mr George
,12ST/Me,Mentoring,Mr George
,12ST/Rg,Registration,Mr George
,12ST/Tu,Tutor Comm,Mr George
,12A/Ma1a,Mathematic,Mr George
,12A/Ma1b,Mathematic,Mr George
,12C/Bi1a,Biology,Mr George
,12C/Bi1b,Biology,Mr George
,12D/Gg1a,Geography,Mr George
,12D/Gg1b,Geography,Mr George
,12E/Ch1a,Chemistry,Mr George
,12E/Ch1b,Chemistry,Mr George
,12G/Ga1,Games,Mr George
,12H/Ho3,History of Ideas,Mr George
